,title,averageRating,numVotes
60070,'ReMastered: The Miami Showband Massacre',7.0,993
60071,'ReMastered: Devil at the Crossroads',7.0,2165
60079,'La flor',7.6,531
60081,Fightworld,7.6,654
60086,'O Escolhido',5.6,544
60088,'L\'immortale',6.4,3618
60090,Otac,7.5,1355
60092,Twelve,6.5,1424
60097,Tunnelen,6.1,2533
60105,LKG,6.9,1132
60111,'Le Bazar de la Charit',7.7,3030
60117,'Murder to Mercy: The Cyntoia Brown Story',6.3,2028
60124,Chhichhore,8.2,33854
60126,Blank,6.2,888
60127,'Laal Kaptaan',7.3,3823
60138,Mr.Local,3.1,831
60139,'Battlefield V',5.6,1528
60149,'Zombieland Saga',6.9,697
60150,'That Time I Got Reincarnated as a Slime',8.0,3916
60159,'Why Women Kill',8.4,11102
60160,Evil,7.6,11705
60164,Pilot,8.1,1087
60172,H0us3,5.7,534
60177,'Broken Wing',7.3,527
60178,'Zombi Child',6.0,1762
60184,'Last Breath',7.7,3663
60186,'Asli Gibidir',4.4,1001
60195,'The Division 2',7.9,678
60205,'Kengan Ashura',8.0,3170
60207,'My Christmas Inn',5.6,1850
60209,'Hometown Christmas',6.0,628
60215,'Warrior Nun',6.8,20711
60219,'Star Trek: Short Treks',7.0,1818
60220,'Escape Artist',7.7,593
60222,'An American Pickle',5.7,15411
60223,'Normal People',8.5,36583
60225,'The Nest',7.1,2280
60242,'Mo Amer: The Vagabond',7.3,552
60243,'Lady Gaga feat. Bradley Cooper: Shallow',8.9,744
60266,'Paskal: The Movie',6.8,2742
60269,'Vivir dos veces',7.2,5045
60298,'The I-Land',4.5,14641
60300,Rocks,7.6,1848
60307,'Rpertoire des villes disparues',6.4,1267
60312,'Bless the Harts',5.2,1361
60320,'Let the Titan Games Begin: Trials 1',8.2,968
60339,'Dark Waters',7.6,60068
60343,'Believe Me: The Abduction of Lisa McVey',7.1,764
60347,Relic,6.0,15687
60363,Duncanville,5.9,1156
60365,'White Lines',6.6,13865
60373,Trackers,6.5,901
60377,'Koirat eivt kyt housuja',6.9,3299
60387,'Les plus belles annes d\'une vie',6.9,760
60403,Irresistible,6.2,9506
60414,'Accidentally in Love',7.6,768
60415,'Derren Brown: Sacrifice',7.1,1628
60416,Haunted,4.6,2323
60418,'The Degenerates',6.2,569
60423,'NTR: Mahanayakudu',5.4,990
60424,'Virgin River',7.5,19063
60425,'Sweet Magnolias',7.4,7790
60426,Hoops,6.0,3973
60427,Smoke,8.8,7183
60442,'Murder Mountain',6.9,2377
60469,'Akik maradtak',7.2,1125
60470,'Bi bei shang geng bei shang de gu shi',6.1,872
60479,'Cold Blood Legacy',4.6,3876
60488,'Christmas on Honeysuckle Lane',6.3,975
60490,'Muhtesem Ikili',6.2,631
60501,'Seven Deadly Sins and a Small Carl Sagan',7.5,702
60511,'Gretel  Hansel',5.4,23598
60516,'Once Upon a Christmas Miracle',7.4,1560
60525,'The Seven Deadly Sins: Prisoners of the Sky',7.1,3474
60548,'Split Up',8.2,1047
60555,'Time for Me to Come Home for Christmas',6.6,1127
60565,Hostages,6.8,4054
60566,'Mayanagari - City of Dreams',7.6,1443
60572,'Criminal Justice',8.1,9728
60574,'Coldplay: A Head Full of Dreams',7.9,2753
60575,'Mon frre',6.7,824
60576,Rasbhari,2.8,10933
60582,'All in My Family',6.8,538
60586,'Wrinkles the Clown',4.8,1045
60604,'Malibu Rescue',5.2,734
60614,'No Escape Room',5.3,2255
60624,Savage,6.3,1044
60625,Kingudamu,6.6,1663
60627,'La pequea Suiza',4.8,1051
60635,'The Yorkshire Ripper',7.3,513
60637,'The Valhalla Murders',7.1,8093
60647,'A Christmas in Tennessee',6.8,931
60648,'Big Brother',3.4,794
60649,'Christmas Around the Corner',6.6,1125
60655,'Return to Christmas Creek',6.3,1120
60656,'A Veteran\'s Christmas',7.1,1503
60658,Limetown,6.6,1490
60660,'Greatest Events of WWII in Colour',8.7,5284
60661,'50 States of Fright',6.6,995
60674,Notebook,6.9,2057
60675,'Kaksha Gyaarvi',8.3,1284
60685,'Als Hitler das rosa Kaninchen stahl',7.1,1237
60686,'Bob Lazar: Area 51  Flying Saucers',5.6,4892
60696,Harami,7.5,745
60705,'The Final Wish',4.6,3851
60707,Zog,7.4,802
60711,Kolaigaran,7.1,1201
60715,Psycho,6.3,2223
60718,Andhaghaaram,7.6,2660
60721,Konttho,7.5,523
60726,'Queen Marie of Romania',7.5,1611
60727,'Bartu Ben',7.7,2395
60728,'Hudson  Rex',6.8,955
60731,'The Investigation',7.6,1430
60735,'Breaking Fast',6.0,1383
60738,'Wu-Tang: An American Saga',8.3,3326
60745,'Cambio tutto',5.8,607
60748,arpisma,7.6,3205
60750,'Ice on Fire',7.4,1362
60762,'Promare: Puromea',7.1,2476
60765,'Spinning Out',7.6,10126
60769,'Ente Ummante Peru',6.7,741
60770,'Wild Bill',6.8,1969
60773,'Shelter From the Storm',8.3,718
60776,Alice,6.5,583
60786,'Chapter 3: The Sin',9.1,23718
60787,'Chapter 5: The Gunslinger',7.6,19207
60788,'Chapter 6: The Prisoner',8.4,20129
60789,'Chapter 7: The Reckoning',9.1,19299
60790,'Chapter 8: Redemption',9.3,21004
60801,IMDbrief,6.3,796
60802,'Alta Kockers',8.9,599
60803,Plastic,8.8,532
60807,'Bizim Iin Sampiyon',8.3,9854
60832,'Flesh and Blood',7.3,533
60834,'Nanatsu no Taizai OVA',8.1,512
60836,'The Pool',5.5,1662
60838,'Van der Valk',6.6,1592
60852,Naal,8.5,788
60856,'Romaenseuneun Byulchaekboorok',8.1,2848
60860,Dynasties,9.2,3839
60864,'A Confession',7.6,5303
60866,Cheat,6.7,2129
60872,'Gli uomini d\'oro',5.6,621
60874,Premature,6.3,575
60877,Trinkets,7.1,6829
60879,'Playing with Fire',5.0,10862
60885,Lorena,7.2,1574
60888,'The Cellar',7.2,2036
60895,'Dark Light',4.6,2118
60904,'Nanatsu no Taizai: Seisen no Shirushi',7.6,654
60906,'Brother\'s Day',4.5,690
60908,'Take the Ball Pass the Ball: The Making of the Greatest Team in the World',8.0,2531
60923,'La Jaura',6.0,831
60931,Dracula,6.8,41539
60935,Arkansas,6.0,8991
60949,'Carol\'s Second Act',5.7,1769
60950,'It\'s a Sin',9.1,4063
60959,WandaVision,7.6,25395
60961,Fartblinda,7.0,954
60962,'The Great North',6.1,581
60969,'The Donkey King',6.5,509
60973,Falling,6.1,1506
60976,'Above Majestic',6.3,1017
60979,'Guest of Honour',5.6,658
60987,'Wreck-it Ralph: Ralph Breaks VR',7.1,561
60988,'David Bowie: Finding Fame',7.3,623
60991,'Kafalar Karisik',3.0,2406
61001,'The Light',6.1,1330
61002,'The Accident',6.1,1330
61009,'Joahamyeon Ullineun',7.4,2114
61019,'Bunker Hill',7.4,1137
61024,McMillions,7.2,5644
61025,'M/S Romantic',8.3,1055
61028,Misbehaviour,6.2,4963
61036,Pilot,8.4,1099
61043,'I\'m Just F*cking with You',5.7,2094
61047,'A pesar de todo',5.4,4160
61051,Epidemiya,7.3,8515
61052,'SKY Castle',8.7,1558
61058,'Burn the Stage: The Movie',8.8,2571
61061,'Family Reunion',6.4,1486
61063,'A Stunted Childhood and a Can of Fancy Mixed Nuts',7.7,622
61072,'A Christmas Switch',6.0,579
61092,'Dark Side of the Ring',8.7,1512
61102,'Kindred Spirits',4.9,591
61113,'Khabsa: What Did I Mess',7.1,574
61123,'The Baker and the Beauty',7.3,1933
61126,Chitralahari,7.1,1688
61132,'Almost Family',6.4,1742
61137,'Hanum  Rangga: Faith  The City',1.2,3506
61145,'Gordon Ramsay: Uncharted',7.8,720
61147,Songland,7.9,587
61149,Sunnyside,5.0,850
61150,'Ittymaani: Made in China',4.6,1047
61152,'Council of Dads',6.6,994
61165,'Jingle Around the Clock',6.6,1083
61166,'Small Town Christmas',6.8,1197
61169,'The Oscars',5.2,1263
61173,'White Lie',6.9,1788
61177,'Wanda Sykes: Not Normal',7.2,1523
61178,'Historical Roasts',5.3,1522
61179,Emergence,7.2,6101
61180,'Iron Fists and Kung Fu Kicks',6.6,900
61181,'Code 404',6.2,1121
61192,'Les blouis',6.1,577
61194,'Raised by Wolves',7.6,45279
61199,'This Is Football',8.2,510
61202,Besa,8.6,2197
61211,'Plan Coeur',7.3,3817
61212,'Trevor Noah: Son of Patricia',7.3,3402
61214,'Night Lights',7.5,505
61215,'La Belle poque',7.4,10702
61218,'Motichoor Chaknachoor',5.8,2307
61220,'El asesino de los caprichos',4.8,550
61223,Sibyl,5.8,2098
61227,'Brahms: The Boy II',4.6,11826
61238,Dongnesaramdeul,5.9,541
61243,'Seetharama Kalyana',7.8,1060
61245,'The Comey Rule',7.3,5977
61248,Brassic,8.3,4538
61265,'Bypass Road',5.4,835
61266,'Dolly Kitty Aur Woh Chamakte Sitare',5.4,4734
61269,Trick,4.8,2428
61274,'Constantine: City of Demons',7.4,4351
61277,'Pozyvnyy \'Banderas\'',7.1,750
61283,'The Pale Door',4.6,2262
61289,Minamata,7.6,866
61297,'Satellite Shankar',6.3,807
61298,'Vienna Blood',7.4,2701
61303,'Dem Horizont so nah',6.7,1013
61327,'The Unlisted',6.5,554
61328,'Star Trek: Lower Decks',6.8,6539
61332,Skylines,7.6,2237
61333,Barbarians,7.2,16589
61334,'How to Sell Drugs Online (Fast)',7.9,20178
61337,'Human Capital',6.1,5407
61338,'The A List',5.4,1595
61340,'I Am Woman',6.5,1506
61344,'Croce e delizia',5.8,542
61346,Woodstock,7.6,1372
61348,'Los Fuertes',7.3,639
61383,'The Verdict - State Vs Nanavati',8.4,1849
61389,'Wanted - Matloubin',5.9,572
61396,Mignonnes,3.1,26687
61398,Flinch,4.2,611
61427,Dogs,8.1,987
61440,'Don\'t Watch This',3.2,1513
61442,'Christmas Bells Are Ringing',6.5,1136
61452,'Bumping Mics with Jeff Ross  Dave Attell',7.7,1024
61453,'Moromete Family: On the Edge of Time',7.6,1542
61454,Skyfire,5.3,808
61461,'Fireball: Visitors from Darker Worlds',7.0,1506
61465,'The Mallorca Files',6.4,905
61468,'Bigfoot Family',6.0,680
61470,'Little Joe',5.9,5806
61476,'Life Overtakes Me',6.5,1630
61481,'Make Us Dream',8.0,2512
61483,'All Is True',6.2,3471
61489,'The Courier',4.9,6619
61491,'Made in Italy',5.8,3411
61497,'Impractical Jokers: The Movie',5.9,4834
61508,Quick,6.8,2509
61518,'Mr. 365',5.8,844
61520,'Pawtucket Pete',6.6,669
61521,'Hefty Shades of Gray',6.4,719
61522,'Antrum: The Deadliest Film Ever Made',4.9,2004
61526,Kardec,6.1,1231
61534,Frayed,7.4,996
61537,Emma.,6.7,29795
61538,'Jni-nin no shinitai kodomo-tachi',5.8,669
61552,'RuPaul\'s Drag Race Holi-Slay Spectacular',4.8,932
61555,'A Wedding for Christmas',5.4,594
61583,Woke,6.3,2068
61586,'Ms Fisher\'s Modern Murder Mysteries',7.1,1196
61590,'Seongnan hwangso',6.6,2012
61596,'Krymskiy most. Sdelano s lyubovyu!',1.1,889
61601,'Bana Bir Soygun Yaz 2',3.0,592
61603,'Yellow Is the New Black',6.2,613
61609,'Malibu Rescue',4.8,955
61625,'I Want to Love You Until the Day I Die',9.2,1102
61626,'First Cow',7.1,8497
61628,'A Man Called Ahok',8.7,4260
61637,'Es gilt das gesprochene Wort',7.0,574
61641,Madre,6.6,1157
61661,'Vantha Rajavathaan Varuven',3.7,537
61662,'Eiga Kono subarashii sekai ni shukufuku o!: Kurenai densetsu',7.9,1702
61669,'Kadaram Kondan',5.7,1465
61670,'Lo spietato',6.1,5142
61688,'El Camino: A Breaking Bad Movie',7.3,183413
61695,'Mrs. America',7.9,8140
61697,'Rise of Empires: Ottoman',8.0,17912
61710,Spiral,5.6,2374
61720,Allagash,5.1,1014
61723,'Nur eine Frau',7.7,999
61728,Empathy,8.2,781
61735,Marjaavaan,3.5,2890
61736,'Dream Girl',7.0,11559
61737,'Jawaani Jaaneman',6.6,6011
61741,'Mission Mangal',6.5,11652
61759,Ragnarok,7.5,19596
61761,Departure,6.6,1204
61765,Mosul,7.1,19450
61768,'The Secrets We Keep',5.7,2501
61769,'Tall Girl',5.2,17714
61776,'Our Planet',9.3,32453
61788,Hamelin,7.6,562
61792,Rattlesnake,4.6,7403
61805,'Ma cosa ci dice il cervello',5.2,945
61807,Bigil,6.7,12677
61808,'Scooby-Doo! and the Curse of the 13th Ghost',6.5,1125
61814,Uncorked,6.2,4176
61829,'Sakala Kalasala',6.8,752
61843,'Driving Licence',7.2,2085
61845,'What Lies Below',4.6,1570
61872,'Lyckligare kan ingen vara',5.8,637
61889,'MARS: Inside SpaceX',7.4,669
61896,Thinkistan,9.1,3690
61897,'Only Mine',4.7,1068
61904,Uyare,8.0,2537
61918,'De ddes tjern',4.3,568
61927,'The Driver',4.0,517
61928,'Penoza: The Final Chapter',6.3,1334
61933,Quarantine,9.2,1431
61963,'Rhythm + Flow',7.7,1287
61975,Bozkir,8.1,1966
61981,'11 Days',8.6,619
61985,'Nr stvet har lagt sig',7.5,776
61989,'Bentornato presidente',5.6,563
61991,'El dragn',7.0,1414
61996,'Wu ming zhi bei',7.0,1380
62008,'Le meilleur reste  venir',6.5,1338
62011,'Blue Story',5.9,3357
62019,'High Ground',5.9,557
62026,'Winter Castle',6.6,1091
62031,'La daronne',6.1,752
62032,'Bai She: Yuan Qi',7.0,2546
62051,Balthazar,7.6,619
62072,Bergml,7.1,1072
62104,'Soldier\'s Heart',5.8,864
62112,'The Snail and the Whale',7.6,594
62119,'Fruits Basket',8.4,1741
62120,Ayogya,6.1,894
62130,'Fire Force',7.7,3258
62131,'Lincoln Rhyme: Hunt for the Bone Collector',6.8,4280
62135,'Bully. Coward. Victim: The Story of Roy Cohn',6.8,511
62136,'The Plot Against America',7.3,7569
62137,'The High Note',6.4,6178
62140,'The Liberator',7.6,4384
62143,Interrogation,7.4,1286
62144,'Mulshi Pattern',8.1,732
62146,'Altered Carbon: Resleeved',6.5,4714
62149,Typewriter,6.5,3356
62150,'The Duchess',6.7,4053
62151,'The Stranded',6.3,973
62157,'Samurai marason',6.2,644
62184,Next,6.7,3361
62187,'Free Rein: The Twelve Neighs of Christmas',7.5,1812
62190,Yajamana,6.7,1099
62192,'Vir Das: Losing It',7.1,1064
62196,'Struggle: The Life and Lost Art of Szukalski',8.0,3265
62197,'Instant Hotel',7.3,1189
62199,'Hero Mask',6.2,538
62207,Driveways,7.4,3455
62210,'Total Control',7.7,516
62211,Heder,6.3,667
62213,Wildlings,5.7,533
62216,'Fukushima 50',6.2,623
62224,Ambitions,5.1,534
62231,Maara,7.7,2366
62233,'Lakshmi\'s NTR',6.7,553
62235,Airaa,4.7,592
62248,SnowComing,6.5,878
62252,'Chapter 2',9.0,1161
62257,'lska mig',7.9,2033
62260,'Sea of Shadows',7.2,522
62269,'Bolvar: Una lucha admirable',7.6,619
62271,'Historia de un Crimen: Colosio',7.6,672
62297,'The Imagineering Story',9.0,2254
62309,'Shrek Retold',7.5,999
62313,'Demon Slayer: Kimetsu No Yaiba',8.7,25696
62327,Leila,4.8,7851
62333,Sirdys,7.7,608
62336,P-Valley,6.8,2195
62339,'Let Him Go',6.7,9682
62353,'Eeb Allay Ooo!',7.4,659
62355,'Ananthu V/S Nusrath',8.7,910
62365,Hogar,6.3,13074
62382,'Final Kill',4.6,705
62383,'Oh Baby...',7.4,1847
62389,'Criminal: UK',7.6,14235
62390,'Atlantic Crossing',6.5,566
62391,'Rilakkuma to Kaorusan',8.4,1319
62392,7Seeds,6.4,983
62405,'Russell Brand: Re:Birth',6.5,1057
62417,'American Factory',7.4,17671
62421,'Cold Case Hammarskjld',7.5,2006
62423,'The Sound of Silence',5.6,1017
62425,'Mike Wallace Is Here',7.3,585
62426,'Ask Dr. Ruth',7.6,869
62435,Ganagandharvan,6.3,592
62436,'To All the Boys: P.S. I Still Love You',6.0,25507
62437,Jexi,6.0,20691
62438,'The Booksellers',6.9,948
62439,'Koko-di koko-da',5.9,1614
62443,'The Death of Dick Long',6.3,3847
62460,'Hail Satan?',7.3,5608
62461,'Knock Down the House',7.1,11505
62462,'The Amazing Johnathan Documentary',6.5,1303
62463,'Dolce fine giornata',6.0,525
62464,'W  Ritoru Zonbzu',6.9,628
62468,'Marianne  Leonard: Words of Love',6.9,1389
62469,'Miles Davis: Birth of the Cool',7.4,2772
62470,'Toni Morrison: The Pieces I Am',7.4,511
62471,Untouchable,6.7,2144
62476,'Shooting the Mafia',6.7,504
62484,'Young Wallander',6.8,6288
62486,Hasmukh,5.3,2335
62488,Bhaukaal,8.4,6589
62505,'The Guest',6.5,828
62514,'Bor Har',1.4,4382
62523,'Dead Dicks',5.0,691
62526,'The New King of Comedy',6.2,1307
62530,'Un frre',7.1,692
62551,'Laal Kabootar',7.8,595
62564,'The Least of These: The Graham Staines Story',6.3,783
62570,'Wu-Tang Clan: Of Mics and Men',8.2,1131
62582,'Vella Raja',7.2,666
62596,'The Droving',5.5,511
62599,Ghost,5.1,1267
62608,Special,7.6,5844
62611,'Agatha and the Truth of Murder',6.3,3801
62617,'The Car: Road to Revenge',4.0,840
62638,Skylines,4.7,2831
62651,'Generation Aami',7.6,751
62660,'Dokyala Shot',8.8,661
62673,'Gli anni pi belli',6.1,1165
62674,Girl,4.8,1102
62678,Willow,7.0,638
62685,'Far Cry New Dawn',6.7,1118
62688,Armstrong,6.9,825
62709,'YouTube Rewind 2018: Everyone Controls Rewind',1.1,760
62712,'Delhi Crime',8.5,13126
62714,'Mortal Kombat 11',7.6,2197
62715,'Between Two Ferns: The Movie',6.1,26583
62724,'An International Local Story',7.3,711
62728,'Girls Hostel',8.2,2738
62730,'Kaze ga tsuyoku fuiteiru',8.4,702
62732,Doeorak,6.3,1704
62743,'Juo ren mi mi',6.5,717
62752,'Freies Land',6.7,664
62775,'The Roads Not Taken',5.1,1329
62778,Fyre,7.2,36826
62780,'Hai Phuong',6.3,3888
62781,'O sabor das margaridas',7.1,1987
62793,Nesokrushimyy,5.4,1461
62795,'Merl. Sapere Aude',7.8,826
62804,'Bless This Mess',6.8,2943
62806,'Hello World',6.7,1320
62807,'Kiz Kardesler',7.5,2605
62810,Punk,8.1,579
62818,'Secret Obsession',4.4,18162
62819,'Panic: The Untold Story of the 2008 Financial Crisis',7.3,564
62820,Triggered,5.4,2174
62829,Rangbaaz,8.4,4172
62830,'Orang Kaya Baru',6.5,507
62832,Bala,7.4,11586
62836,'Selena: The Series',6.6,2648
62850,Verotika,1.8,1299
62853,'Conversations with a Killer: The Ted Bundy Tapes',7.8,23131
62854,'Kung Fury: Street Rage',7.6,633
62858,Revenger,5.7,3632
62859,'Trigger Warning with Killer Mike',7.0,1171
62860,'Tenki no ko',7.5,22015
62861,"'Gabriel \""Fluffy\"" Iglesias: One Show Fits All'",7.3,1511
62863,Barkskins,7.3,1871
62864,'Queen Sono',5.9,974
62868,'The Final Call',7.2,1461
62870,'Taylor Swift: Reputation Stadium Tour',8.4,4030
62872,'Padre no hay ms que uno',6.0,2000
62884,'One Piece: Stampede',7.6,4033
62886,'Bell Bottom',8.3,1263
62896,Evge,7.4,876
62899,'Kota Factory',9.0,27567
62909,'Bir Ask Iki Hayat',6.2,1916
62910,'The Real Bros of Simi Valley',9.1,1148
62917,'Natalie Wood: What Remains Behind',7.1,970
62930,'Inside the Real Narcos',7.6,585
62949,'The Big Ugly',5.9,3047
62956,'In Search of Darkness',8.0,1852
62965,'I Am Not Okay with This',7.6,40155
62975,Broke,4.6,1025
62977,Ishq,7.5,1951
62982,'BTS World Tour: Love Yourself in Seoul',8.9,846
62984,'Love Sarah',6.1,796
63006,Intelligence,6.0,2021
63009,'Hello Mini',8.9,3140
63025,Magnetic,6.5,923
63027,Dororo,8.4,6450
63042,'La valla',6.7,2142
63061,'In the Absence',7.7,1146
63066,3022,4.6,3846
63073,'Ruby Herring Mysteries: Silent Witness',6.4,741
63075,'Ghost in the Shell SAC_2045',6.3,1493
63079,'Den som drber - Fanget af mrket',7.5,1975
63087,'Jinsimi Dadda',7.7,1487
63094,'Shah Jahan Regency',6.5,797
63109,'The Chosen',9.7,12433
63116,'Skut Evi',6.6,522
63117,Halka,8.7,3274
63121,DNA,7.3,1787
63124,'Max Cloud',6.1,3236
63136,'Vader: A Star Wars Theory Fan Series',9.1,4630
63145,Asuran,8.5,10920
63151,Selfie,7.1,654
63165,Tommaso,6.1,972
63168,'Sebastian Maniscalco: Stay Hungry',7.1,1076
63171,'Palm Springs',7.4,74101
63186,Menteur,6.5,628
63187,'It\'s Comedy or Cabbage',8.9,1344
63188,'A Jewish Girl Walks Into the Apollo...',8.9,1279
63205,'Black Mirror: Bandersnatch',7.2,113467
63206,'Let Me Be Frank',7.0,1460
63208,Pagalpanti,3.1,1986
63219,'Rust Valley Restorers',7.8,2020
63221,Dips,7.9,597
63231,'Cep Herkl: Naim Sleymanoglu',8.4,8311
63236,'Meitantei Conan: Konjo no fisuto',6.2,1103
63255,'Sala samobjcw. Hejter',7.1,10798
63258,'Digimon Adventure: Last Evolution Kizuna',7.6,835
63259,'Saga of Tanya the Evil Movie',7.6,709
63264,'Secret Chord',8.0,671
63279,'Danmarks snner',6.4,1474
63300,'Hasta que la boda nos separe',5.7,981
63302,'Gzelligin Portresi',6.4,2236
63304,Vuslat,6.2,517
63315,Papicha,7.0,1976
63319,'Kaguya-sama wa kokurasetai  Tensai tachi no ren\'ai zun sen ',8.3,4122
63332,'Gekijouban danjon ni deai o motomeru no wa machigatteiru daro ka: Orion no ya',6.8,685
63338,'Android Kunjappan Version 5.25',8.2,3717
63346,Kuzgun,7.7,2079
63347,'Tate no Yuusha no Nariagari',8.1,5947
63353,'Varda par Agns',7.9,1758
63368,'One Winter Proposal',6.6,919
63372,Acceleration,4.4,1083
63379,Eonni,5.5,512
63385,Randhawa,9.0,722
63387,Kitbull,8.0,4889
63388,Loop,6.8,1268
63389,Float,7.4,2147
63391,Wind,7.1,1040
63397,'Durgeshgorer Guptodhon',6.6,579
63406,'Ala Vaikunthapurramuloo',7.1,7746
63411,'Ardaas Karaan',8.8,1399
63415,'Play or Die',3.7,1155
63434,Geukhanjikeob,7.1,6524
63439,Hosts,5.1,1398
63446,'The Family Man',8.6,30927
63468,'King Gary',6.5,586
63475,Jumbo,4.1,575
63480,'The Confidence Man JP: The Movie',6.7,689
63507,'A Winter Princess',6.5,1108
63508,'Winter Love Story',7.1,1197
63509,'Valentine in the Vineyard',6.3,669
63517,'iSmart Shankar',5.5,1650
63519,'PM Narendra Modi',3.0,5532
63525,'Kingdom of Silence',6.8,572
63533,'Alien Warfare',2.6,2869
63540,'A Christmas Gift from Bob',6.4,1019
63546,'Venky Mama',5.4,840
63547,'The Red Line',5.5,951
63548,'Pew News',9.0,14422
63553,'Horror Noire: A History of Black Horror',7.7,1141
63554,'La cordillre des songes',7.1,556
63569,Kaagaz,7.4,4809
63577,'Such Sweet Sorrow: Part 2',8.2,3885
63581,Barn,7.2,757
63591,'Leaving Neverland',7.0,26032
63612,'Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese',7.6,5333
63622,'Mortal Kombat Legends: Scorpion\'s Revenge',7.4,10411
63624,'Di jiu tianchang',7.7,3076
63625,ndg,6.4,605
63628,'The Circle',7.4,3753
63630,'The Circle: Brazil',6.8,536
63642,'Gloria Mundi',6.0,584
63644,'Go-Toubun no Hanayome',7.2,1288
63650,'Shaonian de ni',7.6,3033
63659,'Jugar con Fuego',6.0,643
63704,'Fei chi ren sheng',6.2,1385
63719,'Spasti Leningrad',5.8,1093
63726,'The One where a Nazi Gets Punched',6.7,560
63734,'The Brink',6.2,689
63736,'Black Bear',6.6,4693
63743,'The Story of Us',6.5,858
63746,'The Last Color',7.7,506
63751,'Tuntematon sotilas',8.5,1378
63753,Nishabdham,3.8,2488
63755,'On the Rocks',6.5,20298
63764,'The Friend',7.2,1139
63772,'Chaal Jeevi Laiye',8.7,701
63775,'Ninnu Thalachi',9.0,1007
63786,Exit,8.2,4359
63792,'Space Force',6.8,44761
63793,'Human Nature',7.7,1096
63795,'The Assent',4.1,1282
63804,'Mickey and the Bear',6.6,1128
63805,Chhapaak,5.1,24721
63813,'Sillu Karuppatti',8.2,1292
63815,'Lego Masters',7.3,1093
63816,'Dhilluku Dhuddu 2',5.3,522
63817,'Natpe Thunai',6.4,732
63828,Ad,6.5,2517
63834,'For Sama',8.5,8930
63841,'Kathy Griffin: A Hell of a Story',5.5,767
63846,'Everybody\'s Everything',7.4,2631
63860,'The Wrong Missy',5.7,32070
63866,'Promising Young Woman',7.5,21414
63876,'Meme Review',8.7,7891
63881,'PewDiePie VS T-Series',8.7,525
63889,'Gromkaya svyaz',6.6,1004
63895,'Jiu Jitsu',2.9,3865
63905,'Trauma Center',4.4,6469
63907,Fourteen,6.7,542
63910,Ekipa,4.4,524
63917,'DC Super Hero Girls',6.9,667
63918,'Mayabazaar 2016',7.1,525
63933,'Une fille facile',5.5,3856
63943,Darbar,6.1,4729
63944,'Pan deng zhe',5.4,930
63957,'The Family Man',8.2,590
63970,'Singel 39',6.1,789
63972,Bangla,5.7,744
63976,Hellier,5.9,692
63980,'Frontera Verde',7.3,2025
63988,'In Hand',6.6,677
63996,'Unsolved Mysteries',7.3,7289
63999,Belgravia,7.5,3657
64004,Warren,6.4,595
64006,'The Staggering Girl',5.5,1356
64016,Guilt,7.3,1385
64019,Hernn,7.6,846
64020,'L\'uomo senza gravit',6.3,1990
64023,Aela,6.5,1050
64038,'Nan fang che zhan de ju hui',6.8,5061
64048,'Street Dancer 3D',3.5,5552
64051,'White Wall',6.3,1011
64052,'Un divan  Tunis',6.1,1530
